city,number_of_bedrooms,number_of_bathrooms,furnished,power_supply_hours,security_level,estate_type,proximity_to_road,parking_space,monthly_rent
Abuja,4,3,Yes,12,Medium,Estate,Near,Yes,1565000
Ibadan,2,2,No,0,Medium,Non-Estate,Near,Yes,175000
Ibadan,2,1,Yes,16,Medium,Non-Estate,Far,Yes,350000
Lagos,2,1,Yes,16,Medium,Estate,Near,Yes,800000
Lagos,3,2,No,12,High,Non-Estate,Near,No,650000
Abuja,2,1,No,20,High,Estate,Near,Yes,895000
Lagos,3,2,No,20,Medium,Non-Estate,Near,Yes,915000
Lagos,2,1,No,12,Medium,Non-Estate,Far,No,435000
Lagos,2,2,No,12,Medium,Estate,Near,Yes,665000
Ibadan,1,1,No,24,Medium,Non-Estate,Far,No,180000
Benin,2,2,No,8,Medium,Estate,Near,No,240000
Abuja,4,3,No,8,Medium,Estate,Far,No,1040000
Benin,2,1,No,4,Low,Non-Estate,Near,No,155000
Abuja,2,1,Yes,20,Medium,Non-Estate,Near,No,770000
Abuja,2,1,No,16,Medium,Non-Estate,Far,Yes,600000
Lagos,2,1,No,4,High,Non-Estate,Near,Yes,510000
Port Harcourt,1,1,No,24,Medium,Non-Estate,Near,No,320000
Ilorin,2,2,No,16,Low,Estate,Far,Yes,200000
Port Harcourt,3,3,No,20,Medium,Non-Estate,Near,Yes,625000
Abuja,3,2,No,0,High,Non-Estate,Near,No,590000
Port Harcourt,2,1,No,12,Medium,Non-Estate,Near,No,380000
Lagos,2,1,Yes,16,Medium,Estate,Far,Yes,820000
Benin,5,4,Yes,12,Medium,Non-Estate,Far,No,505000
Abuja,2,1,No,16,Low,Non-Estate,Near,No,575000
Abuja,2,1,No,16,High,Non-Estate,Near,No,755000
Port Harcourt,2,2,Yes,8,Low,Non-Estate,Near,No,410000
Port Harcourt,2,2,Yes,16,Medium,Estate,Near,Yes,710000
Lagos,3,2,Yes,4,Low,Non-Estate,Far,No,610000
Port Harcourt,2,1,No,8,Low,Non-Estate,Near,No,305000
Lagos,3,2,No,0,Medium,Non-Estate,Near,No,405000
Ibadan,1,1,No,8,Medium,Estate,Far,No,170000
Ibadan,2,1,Yes,8,Medium,Non-Estate,Far,Yes,255000
Ibadan,3,2,No,16,Medium,Non-Estate,Far,Yes,330000
Port Harcourt,2,2,Yes,16,Medium,Estate,Far,Yes,710000
Abuja,3,2,Yes,12,Medium,Estate,Far,No,980000
Lagos,2,1,No,16,Medium,Non-Estate,Near,No,575000
Ibadan,3,2,No,4,Medium,Non-Estate,Near,Yes,255000
Lagos,1,1,Yes,4,Medium,Estate,Near,No,445000
Abuja,4,3,Yes,12,Medium,Estate,Near,No,1495000
Lagos,2,1,Yes,12,High,Estate,Far,Yes,825000
Lagos,4,3,No,16,Low,Estate,Near,Yes,1025000
Port Harcourt,2,1,Yes,12,High,Non-Estate,Near,Yes,565000
Lagos,3,3,Yes,16,Low,Estate,Near,No,1065000
Ibadan,2,1,Yes,16,Medium,Estate,Near,No,415000
Abuja,4,2,No,24,Medium,Non-Estate,Far,Yes,1250000
Lagos,1,1,No,8,Medium,Estate,Far,Yes,300000
Abuja,2,2,No,12,Low,Non-Estate,Near,No,620000
Lagos,2,2,No,12,High,Non-Estate,Near,No,655000
Lagos,1,1,No,24,High,Non-Estate,Far,No,485000
Ibadan,2,1,No,8,Medium,Non-Estate,Far,Yes,190000
Lagos,4,3,Yes,12,Medium,Non-Estate,Near,Yes,1205000
Ibadan,5,4,Yes,8,High,Estate,Far,No,750000
Lagos,2,1,No,12,High,Non-Estate,Far,Yes,575000
Lagos,4,4,Yes,8,Medium,Non-Estate,Far,Yes,1065000
Ibadan,3,2,No,0,Medium,Estate,Far,No,215000
Abuja,2,2,No,12,Medium,Non-Estate,Far,No,555000
Lagos,3,3,No,8,Medium,Non-Estate,Near,No,615000
Abuja,3,3,Yes,4,Medium,Estate,Far,No,950000
Lagos,5,4,No,8,Medium,Non-Estate,Far,Yes,860000
Ibadan,2,2,No,0,Low,Non-Estate,Far,Yes,155000
Abuja,3,2,Yes,24,Medium,Non-Estate,Far,Yes,1300000
Ibadan,1,1,No,12,Medium,Non-Estate,Near,No,160000
Benin,1,1,Yes,16,High,Non-Estate,Near,Yes,255000
Abuja,1,1,Yes,12,High,Estate,Near,No,605000
Benin,5,4,No,20,Medium,Estate,Far,Yes,615000
Abuja,4,3,Yes,12,Medium,Estate,Near,Yes,1495000
Ilorin,3,2,Yes,12,Low,Non-Estate,Near,Yes,270000
Lagos,3,2,Yes,12,Medium,Non-Estate,Near,No,920000
Port Harcourt,2,2,No,16,Low,Non-Estate,Far,Yes,365000
Abuja,2,1,No,12,Medium,Non-Estate,Far,No,485000
Abuja,2,1,Yes,8,Medium,Non-Estate,Far,Yes,575000
Port Harcourt,2,1,No,4,Medium,Non-Estate,Far,No,290000
Ibadan,3,3,Yes,12,Low,Estate,Near,No,470000
Lagos,3,2,No,12,High,Non-Estate,Far,Yes,630000
Lagos,1,1,No,4,Medium,Non-Estate,Near,No,310000
Ibadan,1,1,No,8,Low,Non-Estate,Near,No,145000
Port Harcourt,1,1,No,12,Low,Estate,Far,No,265000
Ilorin,2,2,No,16,Medium,Non-Estate,Far,No,175000
Ibadan,4,2,Yes,4,Low,Non-Estate,Far,Yes,340000
Ilorin,3,2,No,8,High,Estate,Near,Yes,240000
Ibadan,4,2,Yes,16,Medium,Estate,Near,Yes,600000
Lagos,2,1,No,12,High,Estate,Near,No,560000
Lagos,2,1,Yes,8,Low,Non-Estate,Near,Yes,480000
Ibadan,1,1,No,16,Medium,Estate,Near,No,220000
Port Harcourt,4,2,Yes,12,Medium,Non-Estate,Near,No,810000
Lagos,3,2,Yes,12,Medium,Non-Estate,Near,No,835000
Abuja,2,1,No,24,Medium,Non-Estate,Far,Yes,580000
Ilorin,3,3,No,20,High,Non-Estate,Far,Yes,355000
Abuja,2,1,No,8,Low,Estate,Far,Yes,565000
Abuja,3,2,No,4,Medium,Non-Estate,Far,Yes,655000
Abuja,4,2,No,8,High,Estate,Near,Yes,1065000
Lagos,3,2,Yes,0,Low,Non-Estate,Far,Yes,550000
Abuja,3,2,Yes,0,Low,Estate,Near,No,635000
Abuja,1,1,Yes,8,Low,Non-Estate,Near,Yes,485000
Lagos,1,1,No,20,Medium,Non-Estate,Near,Yes,390000
Ibadan,2,1,Yes,20,Medium,Non-Estate,Near,Yes,360000
Abuja,1,1,Yes,12,Low,Non-Estate,Far,Yes,450000
Ibadan,3,3,Yes,12,Medium,Estate,Near,Yes,550000
Benin,3,2,Yes,0,Medium,Estate,Far,Yes,275000
Lagos,1,1,No,8,Low,Non-Estate,Far,No,240000
Port Harcourt,4,4,Yes,0,Medium,Non-Estate,Near,Yes,640000
Abuja,2,1,No,16,Medium,Non-Estate,Near,No,670000
Benin,2,1,No,4,High,Estate,Far,Yes,230000
Lagos,2,1,No,20,Medium,Non-Estate,Near,No,580000
Port Harcourt,2,1,Yes,12,High,Non-Estate,Near,No,550000
Port Harcourt,2,1,Yes,8,Medium,Non-Estate,Far,No,345000
Lagos,2,2,Yes,4,Medium,Non-Estate,Far,No,425000
Lagos,2,1,No,12,Medium,Non-Estate,Far,Yes,425000
Port Harcourt,5,3,Yes,20,High,Estate,Near,Yes,1625000
Ibadan,1,1,No,16,Medium,Estate,Near,Yes,250000
Abuja,1,1,No,8,High,Non-Estate,Near,Yes,420000
Port Harcourt,1,1,No,12,High,Non-Estate,Near,Yes,290000
Abuja,3,3,No,8,Low,Non-Estate,Near,No,665000
Ibadan,1,1,No,24,Low,Non-Estate,Near,Yes,205000
Lagos,4,2,No,16,Low,Non-Estate,Far,Yes,855000
Benin,3,2,Yes,12,Medium,Non-Estate,Far,Yes,300000
Lagos,3,2,No,12,Low,Non-Estate,Far,No,565000
Abuja,3,3,No,12,High,Estate,Far,No,1015000
Lagos,2,1,No,8,Low,Non-Estate,Near,Yes,390000
Lagos,2,1,Yes,0,Medium,Non-Estate,Near,Yes,380000
Abuja,2,1,No,8,Low,Estate,Far,Yes,525000
Lagos,3,2,Yes,20,High,Non-Estate,Far,No,885000
Ibadan,2,1,Yes,12,Medium,Non-Estate,Near,Yes,325000
Lagos,1,1,Yes,4,High,Non-Estate,Near,No,420000
Abuja,5,4,Yes,20,High,Estate,Far,Yes,2180000
Abuja,1,1,No,8,Medium,Estate,Near,Yes,425000
Lagos,4,3,No,8,Low,Estate,Near,No,930000
Lagos,3,2,Yes,8,Low,Estate,Near,No,785000
Abuja,2,1,No,12,Low,Non-Estate,Far,No,545000
Abuja,1,1,No,12,Medium,Estate,Near,Yes,425000
Abuja,1,1,No,12,Low,Non-Estate,Far,No,365000
Abuja,3,3,No,16,Low,Estate,Near,Yes,1040000
Port Harcourt,3,2,No,8,Medium,Estate,Near,Yes,625000
Lagos,3,2,Yes,16,Medium,Non-Estate,Far,Yes,755000
Abuja,4,4,No,4,Medium,Non-Estate,Near,Yes,800000
Ilorin,3,2,No,16,Medium,Non-Estate,Near,No,215000
Abuja,2,1,No,16,High,Non-Estate,Near,Yes,805000
Port Harcourt,2,1,No,16,Medium,Non-Estate,Far,No,375000
Abuja,4,3,No,12,Low,Non-Estate,Near,Yes,1075000
Ibadan,2,1,Yes,16,High,Non-Estate,Near,Yes,375000
Ibadan,1,1,Yes,4,High,Estate,Far,No,190000
Abuja,3,3,Yes,20,Low,Non-Estate,Near,No,1055000
Ilorin,2,1,No,4,Medium,Estate,Near,No,155000
Lagos,4,3,No,4,Medium,Non-Estate,Far,No,685000
Lagos,3,3,No,12,Low,Estate,Near,Yes,765000
Ibadan,1,1,No,16,High,Non-Estate,Near,No,250000
Ibadan,4,2,No,4,Medium,Non-Estate,Far,No,275000
Lagos,2,1,No,20,High,Estate,Far,Yes,765000
Lagos,2,1,No,24,Medium,Non-Estate,Near,No,655000
Lagos,2,1,Yes,12,Medium,Estate,Near,No,630000
Lagos,1,1,No,12,Low,Estate,Far,Yes,315000
Ibadan,2,1,No,16,Low,Non-Estate,Near,No,245000
Abuja,1,1,Yes,8,Low,Non-Estate,Near,Yes,380000
Abuja,2,1,Yes,12,Low,Non-Estate,Near,No,720000
Abuja,2,1,No,20,Medium,Non-Estate,Far,Yes,715000
Lagos,3,2,Yes,24,High,Non-Estate,Near,Yes,1345000
Lagos,4,3,No,20,Medium,Non-Estate,Far,No,995000
Port Harcourt,2,1,Yes,8,High,Non-Estate,Far,Yes,435000
Ilorin,2,1,No,8,Medium,Estate,Near,Yes,155000
Ibadan,2,1,No,8,High,Estate,Near,No,315000
Lagos,2,2,No,12,High,Estate,Far,No,625000
Benin,3,3,No,8,Low,Non-Estate,Near,No,265000
Ibadan,3,2,No,8,High,Estate,Near,Yes,445000
Ibadan,2,2,No,12,Medium,Estate,Far,Yes,285000
Abuja,2,2,No,16,High,Non-Estate,Near,No,650000
Abuja,1,1,No,16,Medium,Estate,Near,No,540000
Abuja,3,3,Yes,16,Medium,Non-Estate,Near,Yes,1120000
Lagos,1,1,No,0,Low,Estate,Near,No,290000
Lagos,5,3,No,0,Low,Estate,Near,Yes,780000
Lagos,3,2,Yes,16,Medium,Estate,Far,Yes,905000
Abuja,2,1,Yes,12,High,Non-Estate,Far,Yes,675000
Ibadan,3,2,Yes,12,Medium,Non-Estate,Near,Yes,465000
Abuja,4,3,No,4,Medium,Estate,Near,Yes,945000
Lagos,3,2,No,8,High,Estate,Near,No,740000
Ilorin,2,2,Yes,12,High,Non-Estate,Near,Yes,260000
Benin,2,2,No,20,Medium,Non-Estate,Near,No,265000
Ibadan,4,3,No,20,Low,Non-Estate,Near,No,455000
Ilorin,3,3,Yes,12,Low,Non-Estate,Far,No,250000
Abuja,3,2,No,12,High,Non-Estate,Near,Yes,830000
Ilorin,4,3,No,16,High,Non-Estate,Near,Yes,365000
Lagos,4,3,No,12,Medium,Non-Estate,Near,No,835000
Abuja,4,2,Yes,12,Medium,Non-Estate,Near,Yes,1060000
Lagos,1,1,Yes,20,High,Estate,Far,No,605000
Lagos,3,3,Yes,16,High,Estate,Near,Yes,1265000
Lagos,3,3,No,20,High,Estate,Far,Yes,990000
Port Harcourt,3,2,No,8,Medium,Estate,Near,No,615000
Ibadan,3,3,No,12,Low,Estate,Far,No,315000
Port Harcourt,2,2,Yes,16,Medium,Estate,Far,Yes,650000
Lagos,3,2,Yes,4,Low,Non-Estate,Near,Yes,580000
Ibadan,3,2,No,16,High,Non-Estate,Near,No,460000
Port Harcourt,1,1,No,4,Medium,Non-Estate,Far,Yes,240000
Abuja,2,1,No,16,High,Non-Estate,Near,Yes,690000
Port Harcourt,2,1,No,12,Medium,Estate,Far,Yes,465000
Lagos,2,1,Yes,4,High,Non-Estate,Near,Yes,525000
Abuja,1,1,Yes,12,Medium,Non-Estate,Near,No,435000
Benin,2,1,Yes,16,Medium,Estate,Near,Yes,315000
Lagos,3,2,Yes,12,Medium,Estate,Far,No,815000
Abuja,3,2,Yes,12,Low,Estate,Near,No,975000
Benin,3,3,Yes,20,High,Estate,Near,No,560000
Ibadan,4,2,Yes,12,Medium,Estate,Near,Yes,590000
Lagos,2,1,Yes,12,Medium,Estate,Near,Yes,755000
Lagos,1,1,No,4,High,Estate,Near,No,335000
Lagos,4,2,Yes,20,High,Estate,Near,Yes,1385000
Port Harcourt,2,2,No,4,Medium,Non-Estate,Far,No,300000
Abuja,5,4,No,12,High,Estate,Far,Yes,1505000
Lagos,4,4,No,16,Low,Estate,Near,No,930000
Ilorin,3,2,No,8,Low,Non-Estate,Near,No,170000
Abuja,5,4,Yes,12,Medium,Non-Estate,Near,Yes,1575000
Lagos,1,1,No,8,Medium,Estate,Far,Yes,320000
Abuja,2,2,No,16,Medium,Non-Estate,Near,Yes,745000
Port Harcourt,3,2,No,12,Medium,Estate,Near,Yes,560000
Lagos,2,2,Yes,20,Medium,Estate,Near,Yes,785000
Lagos,4,3,Yes,20,High,Estate,Far,No,1505000
Ibadan,1,1,Yes,12,Medium,Non-Estate,Far,Yes,245000
Abuja,3,2,No,16,High,Estate,Near,Yes,1165000
Abuja,3,3,No,12,High,Non-Estate,Near,Yes,905000
Abuja,3,2,Yes,8,Medium,Estate,Near,Yes,855000
Lagos,2,1,No,12,Medium,Non-Estate,Near,Yes,495000
Lagos,2,2,No,20,Medium,Estate,Near,No,635000
Abuja,4,3,No,12,High,Non-Estate,Far,No,1055000
Lagos,2,1,No,8,Low,Non-Estate,Near,Yes,435000
Lagos,4,3,No,8,Low,Non-Estate,Far,Yes,650000
Ibadan,3,2,Yes,12,High,Estate,Near,No,475000
Ilorin,3,3,No,4,Medium,Non-Estate,Far,Yes,200000
Ibadan,3,3,Yes,12,Low,Non-Estate,Near,Yes,455000
Benin,2,1,No,12,Low,Estate,Near,No,245000
Lagos,3,3,No,12,High,Non-Estate,Far,Yes,710000
Ilorin,4,2,No,8,High,Non-Estate,Near,Yes,305000
Lagos,2,1,No,12,Medium,Non-Estate,Near,No,420000
Ilorin,5,4,Yes,20,Medium,Estate,Far,Yes,565000
Ilorin,2,1,Yes,24,High,Non-Estate,Near,No,315000
Ibadan,1,1,No,12,High,Estate,Near,Yes,265000
Ilorin,2,1,Yes,0,High,Non-Estate,Far,No,140000
Port Harcourt,5,3,No,24,Medium,Non-Estate,Far,Yes,1085000
Lagos,2,1,Yes,16,High,Non-Estate,Far,Yes,760000
Abuja,4,3,Yes,8,Medium,Estate,Near,No,1180000
Port Harcourt,4,3,Yes,4,Low,Non-Estate,Far,No,655000
Lagos,2,2,No,4,Medium,Estate,Far,Yes,455000
Port Harcourt,1,1,No,4,Medium,Non-Estate,Far,No,210000
Ilorin,3,2,Yes,0,High,Non-Estate,Far,Yes,215000
Lagos,2,2,Yes,20,Low,Non-Estate,Near,No,715000
Ibadan,3,3,No,12,High,Estate,Near,No,515000
Benin,2,1,Yes,16,Medium,Estate,Far,Yes,290000
Benin,2,1,No,16,Medium,Estate,Far,Yes,215000
Ilorin,3,3,No,16,Low,Non-Estate,Near,Yes,290000
Abuja,2,1,No,20,Medium,Estate,Far,No,755000
Ilorin,2,2,No,24,Medium,Non-Estate,Far,Yes,210000
Ibadan,2,2,No,12,Medium,Non-Estate,Far,No,220000
Lagos,2,1,No,24,Low,Estate,Far,Yes,685000
Abuja,3,3,No,16,Medium,Estate,Far,No,805000
Ibadan,4,3,No,4,High,Estate,Far,No,410000
Lagos,2,1,Yes,16,Medium,Estate,Far,No,605000
Port Harcourt,3,3,No,16,Medium,Non-Estate,Near,No,625000
Port Harcourt,3,2,Yes,20,Medium,Non-Estate,Near,Yes,695000
Lagos,2,2,No,8,High,Non-Estate,Near,Yes,570000
Port Harcourt,2,2,No,12,Medium,Estate,Near,No,490000
Ibadan,4,3,Yes,0,Low,Non-Estate,Near,Yes,375000
Abuja,3,2,Yes,8,High,Estate,Far,No,910000
Lagos,3,2,No,4,Medium,Estate,Far,No,485000
Lagos,3,2,No,12,Low,Non-Estate,Near,No,580000
Abuja,1,1,No,16,High,Non-Estate,Far,Yes,475000
Benin,3,3,No,8,Medium,Estate,Near,Yes,335000
Lagos,3,3,Yes,12,Medium,Non-Estate,Near,No,730000
Port Harcourt,3,3,No,8,Medium,Non-Estate,Far,Yes,515000
Lagos,2,1,No,4,High,Non-Estate,Near,No,460000
Abuja,1,1,No,12,Low,Estate,Far,Yes,410000
Ibadan,2,2,Yes,4,Medium,Non-Estate,Near,Yes,260000
Ibadan,5,3,No,12,Low,Non-Estate,Near,Yes,560000
Lagos,2,1,Yes,0,High,Non-Estate,Far,No,475000
Abuja,2,2,Yes,4,Medium,Non-Estate,Near,Yes,695000
Lagos,1,1,No,12,Medium,Non-Estate,Far,No,305000
Abuja,1,1,Yes,12,Low,Non-Estate,Near,No,525000
Port Harcourt,3,3,Yes,0,Medium,Estate,Near,No,485000
Lagos,3,2,No,12,High,Non-Estate,Far,No,665000
Lagos,3,3,No,16,Medium,Estate,Far,Yes,840000
Abuja,2,1,No,16,High,Estate,Near,No,765000
Benin,3,2,No,4,Medium,Non-Estate,Near,Yes,240000
Ilorin,2,2,No,12,High,Estate,Far,No,190000
Lagos,2,1,Yes,16,Low,Non-Estate,Near,No,685000
Ibadan,2,2,No,0,Medium,Non-Estate,Near,Yes,195000
Abuja,2,2,No,20,High,Non-Estate,Far,Yes,865000
Abuja,2,2,No,20,High,Non-Estate,Near,No,675000
Ibadan,3,3,Yes,20,Medium,Estate,Near,Yes,665000
Benin,3,2,Yes,16,Medium,Non-Estate,Near,No,370000
Ilorin,4,3,No,16,Low,Non-Estate,Far,Yes,295000
Port Harcourt,2,1,No,12,High,Estate,Far,No,495000
Abuja,1,1,No,16,Medium,Estate,Far,Yes,445000
Ibadan,2,2,No,16,Medium,Estate,Near,No,300000
Lagos,5,3,Yes,16,Low,Non-Estate,Near,Yes,1435000
Port Harcourt,3,2,No,8,High,Non-Estate,Near,Yes,560000
Abuja,3,2,No,8,Medium,Estate,Near,Yes,735000
Port Harcourt,1,1,No,20,Medium,Non-Estate,Near,Yes,345000
Lagos,3,3,Yes,0,Medium,Estate,Near,Yes,720000
Lagos,1,1,No,16,Medium,Non-Estate,Far,No,370000
Benin,3,2,No,24,Medium,Non-Estate,Far,Yes,295000
Lagos,4,4,Yes,16,High,Estate,Near,No,1650000
Abuja,5,3,No,24,High,Non-Estate,Far,Yes,1675000
Lagos,3,2,Yes,16,Medium,Non-Estate,Far,Yes,925000
Lagos,2,1,No,0,High,Non-Estate,Near,Yes,440000
Lagos,4,3,No,16,Medium,Estate,Near,No,1040000
Lagos,3,2,Yes,8,Medium,Estate,Far,Yes,770000
Benin,1,1,Yes,12,High,Estate,Near,Yes,225000
Lagos,2,1,No,8,Medium,Non-Estate,Near,Yes,425000
Ilorin,2,2,No,8,Medium,Non-Estate,Near,Yes,145000
Port Harcourt,2,2,No,12,High,Estate,Near,Yes,610000
Abuja,2,1,Yes,8,Low,Non-Estate,Far,Yes,615000
Port Harcourt,3,2,No,12,High,Estate,Far,Yes,645000
Abuja,2,1,Yes,16,High,Estate,Near,No,905000
Ibadan,2,1,No,8,Medium,Non-Estate,Far,Yes,190000
Lagos,3,3,No,8,Low,Estate,Far,Yes,730000
Abuja,4,2,No,16,Medium,Estate,Far,Yes,1225000
Benin,3,2,No,16,Low,Estate,Near,No,310000
Benin,2,1,Yes,20,Medium,Non-Estate,Near,Yes,330000
Benin,4,2,Yes,0,High,Non-Estate,Near,No,310000
Abuja,4,2,No,20,Medium,Non-Estate,Near,No,985000
Ibadan,2,1,No,12,Medium,Non-Estate,Near,No,210000
Abuja,1,1,No,12,Medium,Non-Estate,Near,Yes,420000
Abuja,3,2,No,4,Medium,Estate,Near,Yes,635000
Lagos,4,3,No,12,High,Non-Estate,Near,Yes,855000
Port Harcourt,5,4,No,8,Medium,Non-Estate,Far,No,615000
Lagos,4,3,No,8,High,Non-Estate,Near,No,810000
Abuja,3,2,Yes,12,Medium,Non-Estate,Far,Yes,940000
Benin,3,2,Yes,16,Medium,Non-Estate,Far,No,320000
Lagos,1,1,No,16,Medium,Estate,Near,Yes,510000
Lagos,2,2,No,12,Medium,Non-Estate,Near,Yes,500000
Lagos,2,1,No,12,Medium,Estate,Far,Yes,500000
Benin,3,3,Yes,12,Low,Non-Estate,Near,Yes,340000
Abuja,3,3,No,24,High,Estate,Far,No,1155000
Abuja,3,3,Yes,12,Medium,Estate,Far,No,915000
Ibadan,2,1,No,8,High,Non-Estate,Near,No,235000
Ibadan,3,2,Yes,8,Low,Estate,Near,Yes,475000
Abuja,1,1,Yes,12,Medium,Non-Estate,Near,No,520000
Port Harcourt,2,1,Yes,12,Low,Non-Estate,Far,No,465000
Ibadan,3,3,Yes,0,Medium,Non-Estate,Far,Yes,265000
Port Harcourt,3,3,No,16,High,Estate,Far,Yes,765000
Lagos,5,4,Yes,16,Low,Estate,Near,No,1450000
Benin,2,1,Yes,16,Medium,Estate,Near,No,340000
Abuja,2,2,No,4,Low,Non-Estate,Near,No,505000
Lagos,2,1,No,8,Medium,Non-Estate,Far,Yes,450000
Abuja,2,2,Yes,20,High,Non-Estate,Near,Yes,895000
Lagos,4,2,Yes,20,Medium,Non-Estate,Near,No,1110000
Lagos,3,2,No,8,Medium,Non-Estate,Far,No,460000
Ibadan,4,3,No,4,Medium,Non-Estate,Near,Yes,310000
Lagos,2,1,No,12,High,Estate,Near,No,540000
Abuja,4,3,No,8,Medium,Estate,Near,No,925000
Abuja,1,1,Yes,16,Medium,Estate,Near,No,585000
Lagos,4,3,Yes,24,Medium,Estate,Far,No,1405000
Ilorin,2,2,No,8,High,Non-Estate,Near,Yes,180000
Lagos,2,1,No,4,Medium,Non-Estate,Near,No,410000
Abuja,3,2,Yes,20,Medium,Non-Estate,Near,Yes,1035000
Abuja,4,2,No,0,Medium,Non-Estate,Near,No,560000
Lagos,1,1,Yes,24,Low,Non-Estate,Near,Yes,580000
Lagos,2,2,Yes,16,Medium,Non-Estate,Near,No,710000
Ibadan,4,2,Yes,20,Medium,Estate,Far,No,575000
Ilorin,2,1,Yes,4,Medium,Estate,Near,No,205000
Lagos,2,1,No,0,Medium,Estate,Far,No,335000
Port Harcourt,2,2,No,12,Low,Estate,Near,Yes,445000
Ibadan,2,1,Yes,12,High,Non-Estate,Far,No,315000
Ibadan,4,2,No,8,High,Non-Estate,Near,Yes,410000
Abuja,3,2,No,24,High,Estate,Near,Yes,1345000
Abuja,3,2,No,16,Medium,Non-Estate,Far,No,725000
Abuja,5,3,No,16,Medium,Non-Estate,Near,No,1150000
Ibadan,2,2,Yes,4,High,Estate,Near,No,385000
Ibadan,1,1,No,16,Medium,Estate,Near,Yes,220000
Lagos,2,1,No,16,Medium,Non-Estate,Near,No,550000
Abuja,2,1,No,12,High,Non-Estate,Near,No,590000
Benin,2,1,No,20,Medium,Estate,Near,No,275000
Ibadan,4,3,Yes,4,Medium,Estate,Far,No,420000
Ilorin,3,3,No,8,Low,Estate,Far,Yes,245000
Ibadan,2,2,Yes,4,Low,Estate,Far,No,285000
Abuja,3,3,Yes,16,Low,Non-Estate,Near,No,885000
Port Harcourt,3,3,Yes,12,High,Estate,Near,Yes,825000
Port Harcourt,4,2,No,8,Medium,Estate,Far,Yes,710000
Lagos,4,2,Yes,4,Medium,Estate,Near,No,1005000
Abuja,3,2,No,0,High,Non-Estate,Far,Yes,575000
Ibadan,3,2,No,4,Medium,Estate,Near,Yes,320000
Lagos,3,2,No,12,Medium,Estate,Near,Yes,850000
Ibadan,3,2,Yes,8,Medium,Non-Estate,Far,Yes,325000
Port Harcourt,1,1,No,8,High,Non-Estate,Far,No,275000
Ilorin,1,1,No,20,Low,Estate,Far,Yes,150000
Lagos,3,3,No,12,Low,Estate,Far,Yes,785000
Lagos,2,2,No,16,Low,Non-Estate,Far,No,420000
Port Harcourt,1,1,No,0,Medium,Non-Estate,Near,Yes,205000
Lagos,3,2,No,8,Medium,Estate,Far,No,630000
Ibadan,1,1,No,12,Medium,Estate,Far,No,205000
Ibadan,3,2,Yes,4,Low,Estate,Far,No,355000
Lagos,3,2,No,4,Medium,Non-Estate,Near,No,575000
Abuja,5,3,No,20,Low,Non-Estate,Far,Yes,1395000
Abuja,2,1,No,20,Low,Non-Estate,Near,Yes,630000
Abuja,1,1,No,4,Medium,Non-Estate,Near,Yes,295000
Benin,3,2,Yes,8,High,Non-Estate,Near,Yes,390000
Ibadan,4,3,No,24,High,Non-Estate,Near,Yes,745000
Port Harcourt,5,4,No,4,High,Non-Estate,Near,Yes,700000
Ibadan,2,1,No,12,Medium,Non-Estate,Far,No,230000
Abuja,2,1,Yes,24,Medium,Estate,Far,Yes,865000
Benin,4,2,No,24,Medium,Non-Estate,Near,Yes,395000
Port Harcourt,2,1,No,12,Medium,Non-Estate,Far,Yes,385000
Ibadan,3,3,Yes,4,Low,Non-Estate,Near,Yes,375000
Benin,2,2,Yes,8,Medium,Estate,Near,No,290000
Lagos,1,1,No,20,Medium,Non-Estate,Near,No,455000
Ibadan,2,1,Yes,20,Medium,Non-Estate,Far,No,295000
Lagos,2,1,No,12,Medium,Non-Estate,Near,No,415000
Abuja,3,2,Yes,16,Low,Estate,Near,No,1230000
Abuja,4,3,No,16,Medium,Non-Estate,Near,No,1055000
Ilorin,2,1,No,16,Low,Estate,Far,Yes,175000
Benin,4,3,No,16,High,Non-Estate,Far,Yes,470000
Ibadan,1,1,No,16,Low,Non-Estate,Near,No,205000
Ibadan,3,3,No,12,Medium,Estate,Near,Yes,450000
Port Harcourt,1,1,No,8,High,Estate,Far,Yes,345000
Benin,4,3,Yes,16,Medium,Non-Estate,Far,Yes,450000
Abuja,3,2,No,12,Low,Estate,Near,Yes,795000
Abuja,3,2,Yes,8,Medium,Non-Estate,Far,No,850000
Lagos,4,4,No,16,Low,Non-Estate,Far,Yes,940000
Ibadan,3,3,Yes,16,Low,Estate,Near,Yes,515000
Ibadan,5,3,Yes,20,Low,Non-Estate,Near,Yes,765000
Abuja,3,2,No,4,Medium,Estate,Near,No,715000
Lagos,4,2,Yes,12,High,Non-Estate,Far,No,950000
Ibadan,3,2,Yes,8,Medium,Estate,Near,Yes,470000
Lagos,1,1,No,20,Medium,Non-Estate,Near,No,355000
Ibadan,3,3,No,4,Low,Non-Estate,Far,Yes,245000
Ilorin,1,1,No,16,Medium,Non-Estate,Far,No,125000
Abuja,3,2,No,16,High,Estate,Near,No,955000
Lagos,2,1,Yes,8,Low,Estate,Near,No,535000
Ibadan,3,2,No,24,High,Non-Estate,Near,Yes,575000
Ibadan,1,1,Yes,20,Medium,Non-Estate,Far,Yes,270000
Abuja,2,2,No,8,High,Estate,Far,Yes,665000
Ilorin,2,1,No,0,Medium,Estate,Near,Yes,125000
Lagos,5,3,No,8,Medium,Estate,Near,Yes,1020000
Abuja,2,1,No,8,High,Non-Estate,Far,Yes,550000
